ID,Repository_Name,Repository_URL,Repository_Contacts,Repository_Size,Repository_Language,Repository_Provider_Type,Institution_Name,Institution_Country,Institution_Responsibility_Type,Institution_Type,Institution_URL,Policies,Database_Accesses,Database_Licenses,Data_Accesses,Data_Licenses
r3d100011291,Manitoba Population Research Data Repository,https://umanitoba.ca/faculties/health_sciences/medicine/units/chs/departmental_units/mchp/resources/repository/index.html,https://umanitoba.ca/faculties/health_sciences/medicine/units/chs/departmental_units/mchp/contact.html info@cpe.umanitoba.ca ,,eng,serviceProvider,"University of Manitoba, Manitoba Centre for Health Policy",CAN,general,non-profit,https://umanitoba.ca/faculties/health_sciences/medicine/units/chs/departmental_units/mchp/,Acknowledgments and Disclaimers(https://umanitoba.ca/faculties/health_sciences/medicine/units/chs/departmental_units/mchp/resources/access_acknowledgments.html) Policies on Use and Disclosure(https://umanitoba.ca/faculties/health_sciences/medicine/units/chs/departmental_units/mchp/resources/access_policies.html) ,restricted ,,restricted  ,Copyrights (https://umanitoba.ca/faculties/health_sciences/medicine/units/chs/departmental_units/mchp/resources/access_acknowledgments.html) other (http://umanitoba.ca/faculties/medicine/units/community_health_sciences/departmental_units/mchp/resources/access_policies.html) 
r3d100011293,Medical Expenditure Panel Survey,https://meps.ahrq.gov/mepsweb/,mepsprojectdirector@ahrq.hhs.gov ,,eng,dataProvider,Agency for Healthcare Research and Quality,USA,general,non-profit,https://www.ahrq.gov/,Data Overview(https://meps.ahrq.gov/mepsweb/data_stats/data_overview.jsp) ,open ,,open  restricted  ,Public Domain (https://meps.ahrq.gov/mepsweb/copyright.jsp) other (https://meps.ahrq.gov/mepsweb/data_stats/data_overview.jsp) 
r3d100011297,Nord-Trondelag Health Study,https://hunt-db.medisin.ntnu.no/hunt-db/,https://www.ntnu.edu/contact kontakt@hunt.ntnu.no ,126.000 unique participants,eng,dataProvider,"Norwegian University of Science and Technology, HUNT Research Centre",NOR,general,non-profit,https://www.ntnu.edu/,Data access information(https://www.ntnu.edu/hunt/data) Guidelines for administration and use of research data from the HUNT study(https://www.ntnu.edu/hunt/guidelines) ,open ,,open  restricted  ,other (https://www.ntnu.edu/hunt/guidelines) 
r3d100011298,Nuclear Receptor Signaling Atlas,http://www.nursa.org/nursa/index.jsf,support@nursa.org ,,eng,dataProvider,"National Institutes of Health, National Institute of Diabetes, Digestive and Kidney Diseases",USA,funding,non-profit,http://www.niddk.nih.gov/Pages/default.aspx,NIH Funding Opportunities and Notices(http://grants.nih.gov/grants/guide/index.html) ,open ,,closed  open  ,CC (https://creativecommons.org/licenses/by/3.0/us/legalcode) 
r3d100011303,Population Services International Dataverse,https://dataverse.harvard.edu/dataverse/PSI,info@psi.org ,62 dataverses; 853 datasets; 9013 files,eng,dataProvider,The Dataverse Project,AAA,general,non-profit,https://dataverse.org/,Community-norms(https://dataverse.org/best-practices/dataverse-community-norms) Data-PASS Data Deposit Agreement(http://www.data-pass.org/sites/default/files/deposit-agreement.pdf) Dataverse Guides(http://guides.dataverse.org/en/latest/) Harvard Dataverse Policies(https://dataverse.org/best-practices/harvard-dataverse-policies) ,open ,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0) ,closed  open  restricted  ,other (https://dataverse.org/best-practices/harvard-dataverse-general-terms-use) 
r3d100011305,Recode,http://recode.ucc.ie/,p.baranov@ucc.ie ,,eng,dataProvider,"University of Utah, Human Genetics Department",USA,general,non-profit,https://www.utah.edu/,Recode Policies(http://recode.ucc.ie/policy) ,open ,CC (https://creativecommons.org/licenses/by-nc-sa/3.0/) ,open  ,CC (https://creativecommons.org/licenses/by-nc-sa/3.0/) 
r3d100011309,Study of Health in Pomerania,http://www2.medizin.uni-greifswald.de/cm/fv/ship/,http://www2.medizin.uni-greifswald.de/cm/fv/ship/organisationszentrum/ susanne.mueller1@uni-greifswald.de ,,deu,dataProvider,Institut für Community Medicine,DEU,general,non-profit,http://www2.medizin.uni-greifswald.de/icm/,Rules for the use and handling of data and samples(https://www.fvcm.med.uni-greifswald.de/Web/Nutzungsordnung_FVCM_2012-07-03.pdf) ,restricted ,,restricted  ,other (https://www.fvcm.med.uni-greifswald.de/Web/Nutzungsordnung_FVCM_2012-07-03.pdf) 
r3d100011315,UCLA Social Science Data Archive Dataverse,https://dataverse.harvard.edu/dataverse/ssda_ucla,datascience@ucla.edu datascience@ucla.edu ,1 dataverse; 569 datasets; 4.358 files,eng,dataProvider,"University of California at Los Angeles, Library, Social Science Data Archive",USA,general,non-profit,https://www.library.ucla.edu/blog/social-science-data-archive,Community-norms(https://dataverse.org/best-practices/dataverse-community-norms) Data-Pass(http://www.data-pass.org/) Dataverse Guides(http://guides.dataverse.org/en/latest/) Harvard Dataverse Policies(https://dataverse.org/best-practices/harvard-dataverse-policies) ,open ,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0) ,open  restricted  ,other (https://dataverse.org/best-practices/harvard-dataverse-general-terms-use) 
r3d100011317,University of Minnesota Biocatalysis/Biodegradation Database,http://eawag-bbd.ethz.ch/,bbd@eawag.ch ,"219 pathways; 1503 reactions; 1396 compounds; 993 enzymes; 543 microorganism entries; 249 biotransformation rules; 50 organic functional groups; 76 reactions of naphthalene 1,2-dioxygenase; 109 reactions of toluene dioxygenase",eng,dataProvider,"University of Minnesota, BioTechnology Institute",USA,general,non-profit,http://www.bti.umn.edu/,Copyrights(http://eawag-bbd.ethz.ch/index.html) ,open ,Copyrights (http://eawag-bbd.ethz.ch/index.html) ,open  ,Copyrights (http://eawag-bbd.ethz.ch/index.html) 
r3d100011323,SILVA,https://www.arb-silva.de/,accounts@arb-silva.de ,Version 138 over  9.400.000 SSU  Aligned rRNA sequences,eng,serviceProvider,Ribocon GmbH,DEU,funding,non-profit,https://www.ribocon.com/,SILVA Terms of Use/License Information(https://www.arb-silva.de/) ,open ,CC (https://creativecommons.org/licenses/by/4.0/) ,open  ,CC (https://creativecommons.org/licenses/by/4.0/) 
r3d100011338,TRAILS,https://www.trails.nl/,http://www.trails.nl/en/topmenu/contact trails-cc@umcg.nl trails@umcg.nl ,,eng,dataProvider,University of Groningen,NLD,general,non-profit,https://www.rug.nl/,DANS depositing instructions(https://dans.knaw.nl/en/about/services/easy/information-about-depositing-data) DANS license agreement(https://dans.knaw.nl/en/content/dans-licence-agreement-deposited-data) DSA Assessment TRAILS(https://www.coretrustseal.org/about/history/data-seal-of-approval/) TRAILS Data-Use(https://www.trails.nl/en/hoofdmenu/data/data-use) ,open ,,closed  embargoed  restricted  restricted  ,other (https://www.trails.nl/en/hoofdmenu/data/data-use) 
r3d100011347,Deutsches Register Klinischer Studien,https://www.drks.de/drks_web/,datenmanagement@drks.de drks@bfarm.de https://www.drks.de/drks_web/navigate.do?navigationId=contact ,,deu,dataProvider,"University Medical Center Freiburg, Institute of Medical Biometry and Statistics",DEU,general,non-profit,http://www.imbi.uni-freiburg.de/?set_language=en,Clinical Trials(http://www.icmje.org/recommendations/browse/publishing-and-editorial-issues/clinical-trial-registration.html) HonCode(http://www.hon.ch/HONcode/Patients/Visitor/visitor_de.html) ,open ,,open  restricted  ,Copyrights (http://www.icmje.org/recommendations/browse/publishing-and-editorial-issues/copyright.html) Copyrights (https://www.clinicaltrials.gov/ct2/about-site/terms-conditions#Use) 
r3d100011360,Screening Unit Berlin-Buch,https://www.leibniz-fmp.de/screeningunit,info@fmp-berlin.de screening@fmp-berlin.de ,,eng,dataProvider,Max-Delbrück-Centrum für Molekulare Medizin in der Helmholtz-Gemeinschaft,DEU,general,non-profit,https://www.mdc-berlin.de/,Data Storage Guidelines Screening Facility FMP(https://www.leibniz-fmp.de/fileadmin/user_upload/Core_Facilities/Screening_Unit/downloads/Data_Storage_Guidelines_Screening_Facility_FMP.pdf) Forschungsverbund Berlin Positionspapier(https://www.fv-berlin.de/ueber-uns/organisation/satzung-positionspapier) Guidelines(https://www.leibniz-fmp.de/fileadmin/user_upload/Core_Facilities/Screening_Unit/downloads/Guidelines.pdf) Imprint(https://www.leibniz-fmp.de/impressum) Nutzerordnung ChemBioNet: Screening(https://www.leibniz-fmp.de/fileadmin/user_upload/Core_Facilities/Screening_Unit/downloads/Guidelines.pdf) ,open ,,restricted  ,Copyrights (https://www.leibniz-fmp.de/impressum) 
r3d100011361,European Chemical Biology Database,https://www.eu-openscreen-data.eu/,office@eu-openscreen.eu ,,eng,dataProvider,Leibniz-Institut für Molekulare Pharmakologie,DEU,general,non-profit,,EBI Terms of Use of the EBI Services(https://www.ebi.ac.uk/about/terms-of-use) Principles of Service Provision(https://www.ebi.ac.uk/services) ,open ,other (https://www.ebi.ac.uk/about/terms-of-use) ,embargoed  open  ,Public Domain (https://www.ebi.ac.uk/about/terms-of-use) other (https://www.ebi.ac.uk/about/terms-of-use) 
r3d100011367,Zentrale Biomaterialbank der Charité,https://biobank.charite.de/,https://biobank.charite.de/metas/kontakt/ ,,deu,dataProvider,Charité - Universitätsmedizin Berlin,DEU,general,non-profit,https://www.charite.de/en/,Data Security(https://biobank.charite.de/en/information_for_patients/) Informations for Patients and Donors(https://biobank.charite.de/en/information_for_patients/) Scope of Services(https://biobank.charite.de/en/service/) Terms and Conditions(https://biobank.charite.de/fileadmin/user_upload/microsites/ohne_AZ/m_cc05/biobank/ZeBanC_Dateien/Gesch%C3%A4ftsordnung_ZeBanC_Version2.pdf) ,restricted ,,restricted  ,Copyrights (https://biobank.charite.de/en/metas/legal_disclaimer/) other (https://biobank.charite.de/fileadmin/user_upload/microsites/ohne_AZ/m_cc05/biobank/ZeBanC_Dateien/Gesch%C3%A4ftsordnung_ZeBanC_Version2.pdf) 
r3d100011368,Zentrum für Klinische Studien der Universität zu Köln,http://zks.uni-koeln.de/index.php?s=studien&c=studien_klinische-studien,assistenz(at)zks-koeln.de ,,deu,dataProvider,"Universität Köln, Medizinische Fakultät, Zentrum für Klinische Studien",DEU,general,non-profit,http://www.zks-koeln.de/,Documents for International trials(http://medfak.uni-koeln.de/sites/MedFakDekanat/Forschung/Qualitaetssicherung/Documents_for_international_Trials_V03.doc) Good Clinical Practice - GCP(http://www.ema.europa.eu/docs/en_GB/document_library/Scientific_guideline/2009/09/WC500002874.pdf) Kölner Sponsoren-Modell(http://medfak.uni-koeln.de/19678.html) World Medical Association Declaration of Helsinki - Ethical Principles for Medical Research Involving Human Subjects(https://jamanetwork.com/journals/jama/fullarticle/1760318) ,open ,,restricted  ,other (http://www.gesetze-im-internet.de/gcp-v/__12.html) 
r3d100011387,Edmond,https://edmond.mpdl.mpg.de/imeji/,edmond@mpdl.mpg.de ,"107 collections with 39,000 items (July 2019)",eng,dataProvider,Max-Planck-Gesellschaft,DEU,funding,non-profit,https://www.mpg.de/de,Disclaimer Data Protection(http://edmond.mpdl.mpg.de/imeji/imprint) Terms of Use(http://edmond.mpdl.mpg.de/imeji/terms_of_use) ,open ,,open  ,CC (https://creativecommons.org/licenses/by/4.0/) CC0 (http://edmond.mpdl.mpg.de/imeji/#Licenses) ODC (https://opendatacommons.org/) other (https://www.govdata.de/lizenzen) 
r3d100011392,INDEPTH Data Repository,https://www.indepth-ishare.org/index.php/home,data-admin@indepth-ishare.org https://www.indepth-ishare.org/index.php/feedback ,132 surveys; 3.191 citations; 4.499 variables,eng,serviceProvider,Wellcome Trust,GBR,funding,non-profit,https://wellcome.ac.uk/,INDEPTH Data Access and Sharing Policy(http://www.indepth-network.org/images/idasp.pdf) ,open ,,restricted  ,other (http://www.indepth-network.org/images/annex%203.pdf) other (http://www.indepth-network.org/images/the%20policy.pdf) 
r3d100011414,ZVDD,http://www.zvdd.de/en/start/,http://www.zvdd.de/en/about-the-zvdd-project/contact/ zvdd@sub.uni-goettingen ,1.588.728 Titel,deu,serviceProvider,Verbundzentrale des Gemeinsamen Bibliotheksverbundes,DEU,general,non-profit,http://www.gbv.de/Verbundzentrale,,open ,,open  ,Copyrights (http://www.zvdd.de/en/about-the-zvdd-project/legal-notice/) 
r3d100011498,AnimalGenome.ORG,https://www.animalgenome.org/,https://www.animalgenome.org/bioinfo/community/team https://www.animalgenome.org/bioinfo/services/helpdesk/ ,,eng,dataProvider,"United States Department of Agriculture, National Resources Inventory",USA,funding,non-profit,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/technical/nra/nri/,,open ,,open  ,Copyrights (https://www.animalgenome.org/) 
r3d100011521,UniProtKB,https://www.uniprot.org/uniprot/,https://www.uniprot.org/contact ,547.964 manually annotated and reviewed records; 92.124.243 automatically annotated and not reviewed records,eng,dataProvider,"U.S. Department of Health and Human Services, National Institutes of Health",USA,funding,non-profit,https://www.nih.gov/,License & Disclaimer(https://www.uniprot.org/help/license) ,open ,Apache License 2.0 (http://www.apache.org/licenses/LICENSE-2.0.html) ,open  ,CC (https://creativecommons.org/licenses/by/4.0/) CC (https://www.uniprot.org/help/license) 
r3d100011528,TOXMAP,https://toxmap.nlm.nih.gov/toxmap/,,,eng,dataProvider,"United States Environmental Protection Agency, Superfund",USA,funding,non-profit,https://www.epa.gov/superfund,TOXMAP Accessibility(https://toxmap.nlm.nih.gov/toxmap/accessibility.html) ,open ,,open  restricted  ,Copyrights (https://www.nlm.nih.gov/copyright.html) Public Domain (https://www.nlm.nih.gov/copyright.html) 
r3d100011529,Toxics Release Inventory,https://toxnet.nlm.nih.gov/newtoxnet/tri.htm,,,eng,dataProvider,"U.S. Department of Health & Human Services, National Institutes of Health, U.S. National Library of Medicine",USA,general,non-profit,https://www.nlm.nih.gov/,,open ,,open  ,Copyrights (https://www.nlm.nih.gov/copyright.html) Public Domain (https://www.nlm.nih.gov/copyright.html) 
r3d100011530,Comparative Toxicogenomics Database,http://ctdbase.org/,http://ctdbase.org/help/contact.go ,32.940.326 toxicogenomic relationships,eng,dataProvider,"U.S. Department of Health & Human Services, National Institutes of Health, U.S. National Library of Medicine",USA,funding,non-profit,https://www.nlm.nih.gov/,Legal notices(http://ctdbase.org/about/legal.jsp) ,open ,,open  ,Copyrights (http://ctdbase.org/about/legal.jsp) Copyrights (https://www.nlm.nih.gov/copyright.html) Public Domain (https://www.nlm.nih.gov/copyright.html) 
r3d100011531,Integrated Risk Information System,http://toxnet.nlm.nih.gov/newtoxnet/iris.htm,,,eng,dataProvider,U.S. Environmental Protection Agency,USA,general,non-profit,http://www.epa.gov/,EPA IRIS Disclaimer(https://toxnet.nlm.nih.gov/help/newtoxnet/IRIS_disclaimer.html) ,open ,,open  ,Copyrights (https://www.nlm.nih.gov/copyright.html) Public Domain (https://www.nlm.nih.gov/copyright.html) 
r3d100011532,International Toxicity Estimates for Risk,http://toxnet.nlm.nih.gov/newtoxnet/iter.htm,,,eng,dataProvider,"U.S. Department of Health & Human Services, National Institutes of Health, U.S. National Library of Medicine",USA,general,non-profit,https://www.nlm.nih.gov/,,open ,,open  ,Copyrights (https://www.nlm.nih.gov/copyright.html) Public Domain (https://www.nlm.nih.gov/copyright.html) 
r3d100011533,Carcinogenic Potency Database,https://toxnet.nlm.nih.gov/newtoxnet/cpdb.htm,tehip@teh.nlm.nih.gov ,"6.540 chronic, long-term animal cancer tests",eng,dataProvider,"University of California, Lawrence Berkeley National Laboratory",USA,general,non-profit,http://www.lbl.gov/,,open ,,open  ,Copyrights (https://www.nlm.nih.gov/copyright.html) Public Domain (https://www.nlm.nih.gov/copyright.html) 
r3d100011545,Deutsches BioBanken-Register,http://www.biobanken.de/en-gb/home.aspx,http://www.biobanken.de/home/impressum.aspx info@biobanken.de ,130 biobanks,deu,serviceProvider,TMF – Technologie- und Methodenplattform für die vernetzte medizinische Forschung e.V.,DEU,general,non-profit,http://www.tmf-ev.de/EnglishSite/Home.aspx,Datenschutz(http://www.biobanken.de/home/datenschutz.aspx) Rechtliche Grundlagen einer EU-weiten Biomaterialbank-Kooperation(http://up.biobanken.de/Portals/0/Dokumentation/BMB-EUCoop%20-%20%20Mustertexte%20v1.0_Auszug_S23_bis_33.pdf) ,open ,,open  restricted  ,other (http://up.biobanken.de/Portals/0/Dokumentation/BMB-EUCoop%20-%20%20Mustertexte%20v1.0_Auszug_S23_bis_33.pdf) 
r3d100011550,Open PHACTS,http://www.openphacts.org/index.php,info@openphactsfoundation.org ,,eng,serviceProvider,efpia,EEC,funding,non-profit,https://www.efpia.eu/,Open PHACTS data guidelines(http://www.openphactsfoundation.org/openphacts/documentation/) ,open ,,open  ,Copyrights (http://www.openphactsfoundation.org/openphacts/documentation/) other (http://www.openphactsfoundation.org/openphacts/documentation/) other (http://www.openphactsfoundation.org/platform/) 
r3d100011556,MetaboLights,https://www.ebi.ac.uk/metabolights/,https://www.ebi.ac.uk/metabolights/contact ,598 studies; 3.032 different organisms; 25.859 feference compounds;,eng,dataProvider,"University of Cambridge, Griffin Group",GBR,general,non-profit,https://www.metabolomics.bioc.cam.ac.uk/welcome,EMBL-EBI Terms of Use(https://www.ebi.ac.uk/about/terms-of-use) MetaboLights Submission Guide(https://docs.google.com/document/d/1kvBdnleInVr1UMyV-sm91w2uK_IfkU11Rx-uxvILOFU/view?pli=1#heading=h.30j0zll) ,open ,Apache License 2.0 (https://www.ebi.ac.uk/about/terms-of-use) ,embargoed  open  ,other (https://www.ebi.ac.uk/about/terms-of-use) 
